"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,RPE
"2013-07-12 10:50","Bulgarian Split Squat",3,3,0,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-12 10:50","Bulgarian Split Squat",3,4,1,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-12 10:50",Chin-Up,4,1,0,"7 reps",,,7
"2013-07-12 10:50",Chin-Up,4,2,0,"7 reps",,,7
"2013-07-12 10:50","Push Up",5,1,0,"10 reps",,,10
"2013-07-12 10:50","Push Up",5,2,0,"10 reps",,,10
"2013-07-12 10:50","Push Up",5,3,0,"10 reps",,,10
"2013-07-12 10:50","Push Up",5,4,0,"10 reps",,,10
"2013-07-12 10:50","Push Up",5,5,0,"10 reps",,,10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-15 11:15","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-07-15 11:15",Squat,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-15 11:15",Squat,2,2,0,"165 lbs x 5 reps",,"165 lbs",5
"2013-07-15 11:15",Squat,2,3,0,"195 lbs x 3 reps",,"195 lbs",3
"2013-07-15 11:15",Squat,2,4,0,"230 lbs x 3 reps",,"230 lbs",3
"2013-07-15 11:15",Squat,2,5,0,"230 lbs x 3 reps",,"230 lbs",3
"2013-07-15 11:15",Squat,2,6,0,"230 lbs x 3 reps",,"230 lbs",3
"2013-07-15 11:15","Barbell Rear Lunge",3,1,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-15 11:15","Barbell Rear Lunge",3,2,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-15 11:15","Barbell Rear Lunge",3,3,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-15 11:15","Barbell Rear Lunge",3,4,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-15 11:15",Chin-Up,4,1,0,"7 reps",,,7
"2013-07-15 11:15",Chin-Up,4,2,0,"7 reps",,,7
"2013-07-15 11:15","Push Up",5,1,0,"10 reps",,,10
"2013-07-15 11:15","Push Up",5,2,0,"10 reps",,,10
"2013-07-15 11:15","Push Up",5,3,0,"10 reps",,,10
"2013-07-15 11:15","Push Up",5,4,0,"10 reps",,,10
"2013-07-15 11:15","Push Up",5,5,0,"10 reps",,,10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-17 10:39","Foam Rolling",1,1,0,16:00,"960 sec",,
"2013-07-17 10:39","Bench Press",2,1,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-07-17 10:39","Bench Press",2,2,0,"115 lbs x 5 reps",,"115 lbs",5
"2013-07-17 10:39","Bench Press",2,3,0,"135 lbs x 3 reps",,"135 lbs",3
"2013-07-17 10:39","Bench Press",2,4,0,"165 lbs x 3 reps",,"165 lbs",3
"2013-07-17 10:39","Bench Press",2,5,0,"165 lbs x 3 reps",,"165 lbs",3
"2013-07-17 10:39","Bench Press",2,6,0,"165 lbs x 3 reps",,"165 lbs",3
"2013-07-17 10:39","Overhead Press",3,1,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-17 10:39","Overhead Press",3,2,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-17 10:39","Overhead Press",3,3,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-17 10:39","Overhead Press",3,4,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-17 10:39",Curl,4,1,0,"40 lbs x 12 reps",,"40 lbs",12
"2013-07-17 10:39",Curl,4,2,0,"40 lbs x 12 reps",,"40 lbs",12
"2013-07-17 10:39",Curl,4,3,0,"40 lbs x 12 reps",,"40 lbs",12
"2013-07-17 10:39",Curl,4,4,0,"40 lbs x 12 reps",,"40 lbs",12
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-19 10:44","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-07-19 10:44",Deadlift,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-19 10:44",Deadlift,2,2,0,"185 lbs x 5 reps",,"185 lbs",5
"2013-07-19 10:44",Deadlift,2,3,0,"225 lbs x 3 reps",,"225 lbs",3
"2013-07-19 10:44",Deadlift,2,4,0,"270 lbs x 3 reps",,"270 lbs",3
"2013-07-19 10:44",Deadlift,2,5,0,"270 lbs x 3 reps",,"270 lbs",3
"2013-07-19 10:44",Deadlift,2,6,0,"270 lbs x 3 reps",,"270 lbs",3
"2013-07-19 10:44","Bulgarian Split Squat",3,1,0,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-19 10:44","Bulgarian Split Squat",3,2,0,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-19 10:44","Bulgarian Split Squat",3,3,0,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-19 10:44","Bulgarian Split Squat",3,4,0,"55 lbs x 5 reps",,"55 lbs",5
"2013-07-19 10:44",Chin-Up,4,1,0,"6 reps",,,6
"2013-07-19 10:44",Chin-Up,4,2,0,"6 reps",,,6
"2013-07-19 10:44",Chin-Up,4,3,0,"6 reps",,,6
"2013-07-19 10:44","Push Up",5,1,0,"10 reps",,,10
"2013-07-19 10:44","Push Up",5,2,0,"10 reps",,,10
"2013-07-19 10:44","Push Up",5,3,0,"10 reps",,,10
"2013-07-19 10:44","Push Up",5,4,0,"10 reps",,,10
"2013-07-19 10:44","Push Up",5,5,0,"10 reps",,,10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Distance,Weight
"2013-07-21 09:07",Hiking,1,1,0,"9:30:00 8 mi","34200 sec","42239.9 ft","10 lbs"
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-24 11:00","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-07-24 11:00",Squat,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-24 11:00",Squat,2,2,0,"185 lbs x 5 reps",,"185 lbs",5
"2013-07-24 11:00",Squat,2,3,0,"205 lbs x 3 reps",,"205 lbs",3
"2013-07-24 11:00",Squat,2,4,0,"235 lbs x 3 reps",,"235 lbs",3
"2013-07-24 11:00",Squat,2,5,0,"245 lbs x 2 reps",,"245 lbs",2
"2013-07-24 11:00",Squat,2,6,0,"245 lbs x 2 reps",,"245 lbs",2
"2013-07-24 11:00",Squat,2,7,0,"250 lbs x 1 reps",,"250 lbs",1
"2013-07-24 11:00",Squat,2,8,0,"250 lbs x 1 reps",,"250 lbs",1
"2013-07-24 11:00",Squat,2,9,0,"250 lbs x 1 reps",,"250 lbs",1
"2013-07-24 11:00","Barbell Rear Lunge",3,1,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-24 11:00","Barbell Rear Lunge",3,2,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-24 11:00","Barbell Rear Lunge",3,3,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-24 11:00","Barbell Rear Lunge",3,4,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-07-24 11:00",Chin-Up,4,1,0,"6 reps",,,6
"2013-07-24 11:00",Chin-Up,4,2,0,"6 reps",,,6
"2013-07-24 11:00",Chin-Up,4,3,0,"6 reps",,,6
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-26 19:39","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-07-26 19:39","Bench Press",2,1,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-07-26 19:39","Bench Press",2,2,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-26 19:39","Bench Press",2,3,0,"155 lbs x 3 reps",,"155 lbs",3
"2013-07-26 19:39","Bench Press",2,4,0,"170 lbs x 3 reps",,"170 lbs",3
"2013-07-26 19:39","Bench Press",2,5,0,"175 lbs x 2 reps",,"175 lbs",2
"2013-07-26 19:39","Bench Press",2,6,0,"175 lbs x 2 reps",,"175 lbs",2
"2013-07-26 19:39","Bench Press",2,7,0,"180 lbs x 1 reps",,"180 lbs",1
"2013-07-26 19:39","Bench Press",2,8,0,"180 lbs x 1 reps",,"180 lbs",1
"2013-07-26 19:39","Bench Press",2,9,0,"180 lbs x 1 reps",,"180 lbs",1
"2013-07-26 19:39","Overhead Press",3,1,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-26 19:39","Overhead Press",3,2,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-26 19:39","Overhead Press",3,3,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-07-26 19:39","Overhead Press",3,4,0,"100 lbs x 5 reps",,"100 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-28 20:43","Foam Rolling",1,1,0,15:00,"900 sec",,
"2013-07-28 20:43",Deadlift,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-28 20:43",Deadlift,2,2,0,"185 lbs x 5 reps",,"185 lbs",5
"2013-07-28 20:43",Deadlift,2,3,0,"225 lbs x 3 reps",,"225 lbs",3
"2013-07-28 20:43",Deadlift,2,4,0,"275 lbs x 3 reps",,"275 lbs",3
"2013-07-28 20:43",Deadlift,2,5,0,"285 lbs x 2 reps",,"285 lbs",2
"2013-07-28 20:43",Deadlift,2,6,0,"285 lbs x 2 reps",,"285 lbs",2
"2013-07-28 20:43",Deadlift,2,7,0,"290 lbs x 1 reps",,"290 lbs",1
"2013-07-28 20:43",Deadlift,2,8,0,"290 lbs x 1 reps",,"290 lbs",1
"2013-07-28 20:43",Deadlift,2,9,0,"290 lbs x 1 reps",,"290 lbs",1
"2013-07-28 20:43","Bulgarian Split Squat",3,1,0,"60 lbs x 5 reps",,"60 lbs",5
"2013-07-28 20:43","Bulgarian Split Squat",3,2,0,"60 lbs x 5 reps",,"60 lbs",5
"2013-07-28 20:43","Bulgarian Split Squat",3,3,0,"60 lbs x 5 reps",,"60 lbs",5
"2013-07-28 20:43","Bulgarian Split Squat",3,4,1,"60 lbs x 5 reps",,"60 lbs",5
"2013-07-28 20:43",Chin-Up,4,1,0,"12 reps",,,12
"2013-07-28 20:43","Push Up",5,1,0,"30 reps",,,30
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-07-30 10:23","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-07-30 10:23",Squat,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-30 10:23",Squat,2,2,0,"185 lbs x 5 reps",,"185 lbs",5
"2013-07-30 10:23",Squat,2,3,0,"215 lbs x 3 reps",,"215 lbs",3
"2013-07-30 10:23",Squat,2,4,0,"215 lbs x 3 reps",,"215 lbs",3
"2013-07-30 10:23",Squat,2,5,0,"215 lbs x 3 reps",,"215 lbs",3
"2013-07-30 10:23","Bench Press",3,1,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-07-30 10:23","Bench Press",3,2,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-07-30 10:23","Bench Press",3,3,0,"155 lbs x 3 reps",,"155 lbs",3
"2013-07-30 10:23","Bench Press",3,4,0,"155 lbs x 3 reps",,"155 lbs",3
"2013-07-30 10:23","Bench Press",3,5,0,"155 lbs x 3 reps",,"155 lbs",3
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-08-01 11:07","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-08-01 11:07",Squat,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-08-01 11:07",Squat,2,2,0,"185 lbs x 5 reps",,"185 lbs",5
"2013-08-01 11:07",Squat,2,3,0,"205 lbs x 3 reps",,"205 lbs",3
"2013-08-01 11:07",Squat,2,4,0,"235 lbs x 1 reps",,"235 lbs",1
"2013-08-01 11:07",Squat,2,5,0,"265 lbs x 1 reps",,"265 lbs",1
"2013-08-01 11:07",Squat,2,6,1,"280 lbs x 2 reps",,"280 lbs",2
"2013-08-01 11:07",Squat,2,7,1,"290 lbs x 1 reps",,"290 lbs",1
"2013-08-01 11:07","Bench Press",3,1,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-08-01 11:07","Bench Press",3,2,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-08-01 11:07","Bench Press",3,3,0,"155 lbs x 2 reps",,"155 lbs",2
"2013-08-01 11:07","Bench Press",3,4,0,"185 lbs x 1 reps",,"185 lbs",1
"2013-08-01 11:07","Bench Press",3,5,1,"200 lbs x 2 reps",,"200 lbs",2
"2013-08-01 11:07",Deadlift,4,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-08-01 11:07",Deadlift,4,2,0,"185 lbs x 3 reps",,"185 lbs",3
"2013-08-01 11:07",Deadlift,4,3,0,"225 lbs x 2 reps",,"225 lbs",2
"2013-08-01 11:07",Deadlift,4,4,0,"265 lbs x 1 reps",,"265 lbs",1
"2013-08-01 11:07",Deadlift,4,5,0,"295 lbs x 1 reps",,"295 lbs",1
"2013-08-01 11:07",Deadlift,4,6,0,"325 lbs x 2 reps",,"325 lbs",2
"2013-08-01 11:07",Deadlift,4,7,1,"335 lbs x 2 reps",,"335 lbs",2
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-05-28 10:20","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-05-28 10:20","Overhead Press",2,1,0,"60 lbs x 5 reps",,"60 lbs",5
"2013-05-28 10:20","Overhead Press",2,2,0,"75 lbs x 5 reps",,"75 lbs",5
"2013-05-28 10:20","Overhead Press",2,3,0,"90 lbs x 3 reps",,"90 lbs",3
"2013-05-28 10:20","Overhead Press",2,4,0,"105 lbs x 3 reps",,"105 lbs",3
"2013-05-28 10:20","Overhead Press",2,5,0,"120 lbs x 3 reps",,"120 lbs",3
"2013-05-28 10:20","Overhead Press",2,6,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-05-28 10:20","Bench Press",3,1,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-05-28 10:20","Bench Press",3,2,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-05-28 10:20","Bench Press",3,3,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-05-28 10:20","Bench Press",3,4,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-05-28 10:20","Bench Press",3,5,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-05-28 10:20",Chin-Up,4,1,0,"5 reps",,,5
"2013-05-28 10:20",Chin-Up,4,2,0,"5 reps",,,5
"2013-05-28 10:20",Chin-Up,4,3,0,"6 reps",,,6
"2013-05-28 10:20",Chin-Up,4,4,0,"6 reps",,,6
"2013-05-28 10:20",Chin-Up,4,5,0,"6 reps",,,6
"2013-05-28 10:20",Curl,5,1,0,"55 lbs x 8 reps",,"55 lbs",8
"2013-05-28 10:20",Curl,5,2,0,"55 lbs x 7 reps",,"55 lbs",7
"2013-05-28 10:20",Curl,5,3,0,"55 lbs x 4 reps",,"55 lbs",4
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-05-29 11:16","Foam Rolling",1,1,0,20:00,"1200 sec",,
"2013-05-29 11:16",Deadlift,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-05-29 11:16",Deadlift,2,2,0,"165 lbs x 5 reps",,"165 lbs",5
"2013-05-29 11:16",Deadlift,2,3,0,"200 lbs x 3 reps",,"200 lbs",3
"2013-05-29 11:16",Deadlift,2,4,0,"235 lbs x 3 reps",,"235 lbs",3
"2013-05-29 11:16",Deadlift,2,5,0,"265 lbs x 3 reps",,"265 lbs",3
"2013-05-29 11:16",Deadlift,2,6,0,"300 lbs x 3 reps",,"300 lbs",3
"2013-05-29 11:16",Squat,3,1,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-05-29 11:16",Squat,3,2,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-05-29 11:16",Squat,3,3,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-05-29 11:16",Squat,3,4,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-05-29 11:16",Squat,3,5,0,"140 lbs x 10 reps",,"140 lbs",10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-05-31 11:06","Foam Rolling",1,1,0,15:00,"900 sec",,
"2013-05-31 11:06","Bench Press",2,1,0,"80 lbs x 5 reps",,"80 lbs",5
"2013-05-31 11:06","Bench Press",2,2,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-05-31 11:06","Bench Press",2,3,0,"120 lbs x 3 reps",,"120 lbs",3
"2013-05-31 11:06","Bench Press",2,4,0,"140 lbs x 3 reps",,"140 lbs",3
"2013-05-31 11:06","Bench Press",2,5,0,"160 lbs x 3 reps",,"160 lbs",3
"2013-05-31 11:06","Bench Press",2,6,0,"180 lbs x 5 reps",,"180 lbs",5
"2013-05-31 11:06","Overhead Press",3,1,0,"75 lbs x 10 reps",,"75 lbs",10
"2013-05-31 11:06","Overhead Press",3,2,0,"75 lbs x 10 reps",,"75 lbs",10
"2013-05-31 11:06","Overhead Press",3,3,0,"75 lbs x 10 reps",,"75 lbs",10
"2013-05-31 11:06","Overhead Press",3,4,0,"75 lbs x 9 reps",,"75 lbs",9
"2013-05-31 11:06","Overhead Press",3,5,0,"75 lbs x 7 reps",,"75 lbs",7
"2013-05-31 11:06",Curl,4,1,0,"55 lbs x 8 reps",,"55 lbs",8
"2013-05-31 11:06",Curl,4,2,0,"55 lbs x 8 reps",,"55 lbs",8
"2013-05-31 11:06",Curl,4,3,0,"55 lbs x 6 reps",,"55 lbs",6
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-01 16:30","Foam Rolling",1,1,0,20:00,"1200 sec",,
"2013-06-01 16:30",Squat,2,1,0,"115 lbs x 5 reps",,"115 lbs",5
"2013-06-01 16:30",Squat,2,2,0,"140 lbs x 5 reps",,"140 lbs",5
"2013-06-01 16:30",Squat,2,3,0,"170 lbs x 3 reps",,"170 lbs",3
"2013-06-01 16:30",Squat,2,4,0,"200 lbs x 3 reps",,"200 lbs",3
"2013-06-01 16:30",Squat,2,5,0,"225 lbs x 3 reps",,"225 lbs",3
"2013-06-01 16:30",Squat,2,6,0,"255 lbs x 3 reps",,"255 lbs",3
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,Duration
"2013-06-03 10:56","Overhead Press",1,1,0,"60 lbs x 5 reps","60 lbs",5,
"2013-06-03 10:56","Overhead Press",1,2,0,"75 lbs x 5 reps","75 lbs",5,
"2013-06-03 10:56","Overhead Press",1,3,0,"90 lbs x 3 reps","90 lbs",3,
"2013-06-03 10:56","Overhead Press",1,4,0,"110 lbs x 5 reps","110 lbs",5,
"2013-06-03 10:56","Overhead Press",1,5,0,"125 lbs x 3 reps","125 lbs",3,
"2013-06-03 10:56","Overhead Press",1,6,1,"140 lbs x 1 reps","140 lbs",1,
"2013-06-03 10:56","Bench Press",2,1,0,"100 lbs x 10 reps","100 lbs",10,
"2013-06-03 10:56","Bench Press",2,2,0,"100 lbs x 10 reps","100 lbs",10,
"2013-06-03 10:56","Bench Press",2,3,0,"100 lbs x 10 reps","100 lbs",10,
"2013-06-03 10:56","Bench Press",2,4,0,"100 lbs x 10 reps","100 lbs",10,
"2013-06-03 10:56","Bench Press",2,5,0,"100 lbs x 10 reps","100 lbs",10,
"2013-06-03 10:56",Chin-Up,3,1,0,"5 reps",,5,
"2013-06-03 10:56",Chin-Up,3,2,0,"6 reps",,6,
"2013-06-03 10:56",Chin-Up,3,3,0,"6 reps",,6,
"2013-06-03 10:56",Chin-Up,3,4,0,"6 reps",,6,
"2013-06-03 10:56",Chin-Up,3,5,0,"6 reps",,6,
"2013-06-03 10:56",Curl,4,1,0,"55 lbs x 8 reps","55 lbs",8,
"2013-06-03 10:56",Curl,4,2,0,"55 lbs x 8 reps","55 lbs",8,
"2013-06-03 10:56",Curl,4,3,0,"55 lbs x 7 reps","55 lbs",7,
"2013-06-03 10:56","Foam Rolling",5,1,0,15:00,,,"900 sec"
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-04 10:50","Foam Rolling",1,1,0,15:00,"900 sec",,
"2013-06-04 10:50",Deadlift,2,1,0,"135 lbs x 5 reps",,"135 lbs",5
"2013-06-04 10:50",Deadlift,2,2,0,"165 lbs x 5 reps",,"165 lbs",5
"2013-06-04 10:50",Deadlift,2,3,0,"200 lbs x 3 reps",,"200 lbs",3
"2013-06-04 10:50",Deadlift,2,4,0,"250 lbs x 5 reps",,"250 lbs",5
"2013-06-04 10:50",Deadlift,2,5,0,"285 lbs x 3 reps",,"285 lbs",3
"2013-06-04 10:50",Deadlift,2,6,1,"315 lbs x 3 reps",,"315 lbs",3
"2013-06-04 10:50",Squat,3,1,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-06-04 10:50",Squat,3,2,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-06-04 10:50",Squat,3,3,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-06-04 10:50",Squat,3,4,0,"140 lbs x 10 reps",,"140 lbs",10
"2013-06-04 10:50",Squat,3,5,0,"140 lbs x 10 reps",,"140 lbs",10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,Duration
"2013-06-06 16:28","Bench Press",1,1,0,"80 lbs x 5 reps","80 lbs",5,
"2013-06-06 16:28","Bench Press",1,2,0,"100 lbs x 5 reps","100 lbs",5,
"2013-06-06 16:28","Bench Press",1,3,0,"120 lbs x 3 reps","120 lbs",3,
"2013-06-06 16:28","Bench Press",1,4,0,"150 lbs x 5 reps","150 lbs",5,
"2013-06-06 16:28","Bench Press",1,5,0,"170 lbs x 3 reps","170 lbs",3,
"2013-06-06 16:28","Bench Press",1,6,1,"190 lbs x 4 reps","190 lbs",4,
"2013-06-06 16:28","Overhead Press",2,1,0,"75 lbs x 10 reps","75 lbs",10,
"2013-06-06 16:28","Overhead Press",2,2,0,"75 lbs x 10 reps","75 lbs",10,
"2013-06-06 16:28","Overhead Press",2,3,0,"75 lbs x 10 reps","75 lbs",10,
"2013-06-06 16:28","Overhead Press",2,4,0,"75 lbs x 8 reps","75 lbs",8,
"2013-06-06 16:28","Overhead Press",2,5,0,"75 lbs x 8 reps","75 lbs",8,
"2013-06-06 16:28","Foam Rolling",3,1,0,10:00,,,"600 sec"
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-07 11:04","Foam Rolling",1,1,0,15:00,"900 sec",,
"2013-06-07 11:04",Squat,2,1,0,"115 lbs x 5 reps",,"115 lbs",5
"2013-06-07 11:04",Squat,2,2,0,"140 lbs x 5 reps",,"140 lbs",5
"2013-06-07 11:04",Squat,2,3,0,"170 lbs x 3 reps",,"170 lbs",3
"2013-06-07 11:04",Squat,2,4,0,"210 lbs x 5 reps",,"210 lbs",5
"2013-06-07 11:04",Squat,2,5,0,"240 lbs x 3 reps",,"240 lbs",3
"2013-06-07 11:04",Squat,2,6,1,"270 lbs x 3 reps",,"270 lbs",3
"2013-06-07 11:04",Deadlift,3,1,0,"165 lbs x 10 reps",,"165 lbs",10
"2013-06-07 11:04",Deadlift,3,2,0,"165 lbs x 10 reps",,"165 lbs",10
"2013-06-07 11:04",Deadlift,3,3,0,"165 lbs x 10 reps",,"165 lbs",10
"2013-06-07 11:04",Deadlift,3,4,0,"165 lbs x 10 reps",,"165 lbs",10
"2013-06-07 11:04",Deadlift,3,5,0,"165 lbs x 10 reps",,"165 lbs",10
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-11 11:47","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-06-11 11:47","Overhead Press",2,1,0,"60 lbs x 5 reps",,"60 lbs",5
"2013-06-11 11:47","Overhead Press",2,2,0,"75 lbs x 5 reps",,"75 lbs",5
"2013-06-11 11:47","Overhead Press",2,3,0,"90 lbs x 5 reps",,"90 lbs",5
"2013-06-11 11:47","Bench Press",3,1,0,"100 lbs x 6 reps",,"100 lbs",6
"2013-06-11 11:47","Bench Press",3,2,0,"100 lbs x 6 reps",,"100 lbs",6
"2013-06-11 11:47","Bench Press",3,3,0,"100 lbs x 6 reps",,"100 lbs",6
"2013-06-11 11:47",Chin-Up,4,1,0,"4 reps",,,4
"2013-06-11 11:47",Chin-Up,4,2,0,"4 reps",,,4
"2013-06-11 11:47",Chin-Up,4,3,0,"4 reps",,,4
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,Duration
"2013-06-12 12:08",Deadlift,1,1,0,"135 lbs x 5 reps","135 lbs",5,
"2013-06-12 12:08",Deadlift,1,2,0,"165 lbs x 5 reps","165 lbs",5,
"2013-06-12 12:08",Deadlift,1,3,0,"200 lbs x 5 reps","200 lbs",5,
"2013-06-12 12:08",Squat,2,1,0,"140 lbs x 5 reps","140 lbs",5,
"2013-06-12 12:08",Squat,2,2,0,"140 lbs x 5 reps","140 lbs",5,
"2013-06-12 12:08",Squat,2,3,0,"140 lbs x 5 reps","140 lbs",5,
"2013-06-12 12:08","Foam Rolling",3,1,0,10:00,,,"600 sec"
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-13 10:41","Foam Rolling",1,1,0,8:00,"480 sec",,
"2013-06-13 10:41","Bench Press",2,1,0,"80 lbs x 5 reps",,"80 lbs",5
"2013-06-13 10:41","Bench Press",2,2,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-06-13 10:41","Bench Press",2,3,0,"120 lbs x 5 reps",,"120 lbs",5
"2013-06-13 10:41","Overhead Press",3,1,0,"75 lbs x 5 reps",,"75 lbs",5
"2013-06-13 10:41","Overhead Press",3,2,0,"75 lbs x 5 reps",,"75 lbs",5
"2013-06-13 10:41","Overhead Press",3,3,0,"75 lbs x 5 reps",,"75 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-14 10:58","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-06-14 10:58",Squat,2,1,0,"115 lbs x 5 reps",,"115 lbs",5
"2013-06-14 10:58",Squat,2,2,0,"140 lbs x 5 reps",,"140 lbs",5
"2013-06-14 10:58",Squat,2,3,0,"170 lbs x 5 reps",,"170 lbs",5
"2013-06-14 10:58","Romanian Deadlift",3,1,0,"65 lbs x 5 reps",,"65 lbs",5
"2013-06-14 10:58","Romanian Deadlift",3,2,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-06-14 10:58","Romanian Deadlift",3,3,0,"95 lbs x 5 reps",,"95 lbs",5
"2013-06-14 10:58","Romanian Deadlift",3,4,1,"95 lbs x 5 reps",,"95 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Duration,Weight,Reps
"2013-06-17 11:19","Foam Rolling",1,1,0,10:00,"600 sec",,
"2013-06-17 11:19","Overhead Press",2,1,0,"70 lbs x 5 reps",,"70 lbs",5
"2013-06-17 11:19","Overhead Press",2,2,0,"75 lbs x 5 reps",,"75 lbs",5
"2013-06-17 11:19","Overhead Press",2,3,0,"90 lbs x 3 reps",,"90 lbs",3
"2013-06-17 11:19","Overhead Press",2,4,0,"100 lbs x 5 reps",,"100 lbs",5
"2013-06-17 11:19","Overhead Press",2,5,0,"115 lbs x 5 reps",,"115 lbs",5
"2013-06-17 11:19","Overhead Press",2,6,0,"130 lbs x 5 reps",,"130 lbs",5
"2013-06-17 11:19","Bench Press",3,1,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-06-17 11:19","Bench Press",3,2,0,"100 lbs x 10 reps",,"100 lbs",10
"2013-06-17 11:19","Bench Press",3,3,0,"100 lbs x 10 reps",,"100 lbs",10
